edital;tipoObjeto;modalidade;rito;finalidade;processo;centralDeCompras;dataDeAbertura;situacaoOferta;numeroLote;situacaoLote;numeroItem;itemDescricao;quantidade;unidadeMedida;valorUnitario;valorTotal;arrematante;arrematanteCNPJ;url;urlDocumentos;urlPropostas;dataHomologacao
9018/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007575-8;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;14/04/2020 10:01;Homologada;12;Adjudicado;1;STERRAD;1;un;260;260;MEDICABIO SOLUÇÕES NA ÁREA MÉDICO-HOSPITALAR EIRELI;2,40058E+13;http://www.compras.rs.gov.br/editais/9018_2020/259249;http://www.compras.rs.gov.br/editais/9018_2020/259249#documentsTab;http://www.compras.rs.gov.br/editais/9018_2020/lote/760349#proposalsTab;14/04/2020
9018/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007575-8;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;14/04/2020 10:01;Homologada;13;Adjudicado;1;FOCO MÓVEL;1;un;192;192;RS MEDICA LTDA;5,15761E+12;http://www.compras.rs.gov.br/editais/9018_2020/259249;http://www.compras.rs.gov.br/editais/9018_2020/259249#documentsTab;http://www.compras.rs.gov.br/editais/9018_2020/lote/760350#proposalsTab;14/04/2020
9018/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007575-8;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;14/04/2020 10:01;Homologada;14;Adjudicado;1;MULTIPARAMETRO;1;un;320;320;RS MEDICA LTDA;5,15761E+12;http://www.compras.rs.gov.br/editais/9018_2020/259249;http://www.compras.rs.gov.br/editais/9018_2020/259249#documentsTab;http://www.compras.rs.gov.br/editais/9018_2020/lote/760351#proposalsTab;14/04/2020
9018/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007575-8;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;14/04/2020 10:01;Homologada;15;Adjudicado;1;ELETRO CAUTERIO KLS MARTIN MAXIUM;1;un;320;320;RS MEDICA LTDA;5,15761E+12;http://www.compras.rs.gov.br/editais/9018_2020/259249;http://www.compras.rs.gov.br/editais/9018_2020/259249#documentsTab;http://www.compras.rs.gov.br/editais/9018_2020/lote/760352#proposalsTab;14/04/2020
9018/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007575-8;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;14/04/2020 10:01;Homologada;16;Adjudicado;1;FOCO DE TETO;1;un;195;195;MEDICABIO SOLUÇÕES NA ÁREA MÉDICO-HOSPITALAR EIRELI;2,40058E+13;http://www.compras.rs.gov.br/editais/9018_2020/259249;http://www.compras.rs.gov.br/editais/9018_2020/259249#documentsTab;http://www.compras.rs.gov.br/editais/9018_2020/lote/760353#proposalsTab;14/04/2020
9018/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007575-8;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;14/04/2020 10:01;Homologada;17;Adjudicado;1;FOCO DE TETO;1;un;195;195;MEDICABIO SOLUÇÕES NA ÁREA MÉDICO-HOSPITALAR EIRELI;2,40058E+13;http://www.compras.rs.gov.br/editais/9018_2020/259249;http://www.compras.rs.gov.br/editais/9018_2020/259249#documentsTab;http://www.compras.rs.gov.br/editais/9018_2020/lote/760354#proposalsTab;14/04/2020
9018/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007575-8;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;14/04/2020 10:01;Homologada;18;Adjudicado;1;BOMBA PLUS SEP-100;1;un;195;195;MEDICABIO SOLUÇÕES NA ÁREA MÉDICO-HOSPITALAR EIRELI;2,40058E+13;http://www.compras.rs.gov.br/editais/9018_2020/259249;http://www.compras.rs.gov.br/editais/9018_2020/259249#documentsTab;http://www.compras.rs.gov.br/editais/9018_2020/lote/760355#proposalsTab;14/04/2020
9018/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007575-8;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;14/04/2020 10:01;Homologada;19;Adjudicado;1;BOMBA PLUS SEP-100;1;un;195;195;MEDICABIO SOLUÇÕES NA ÁREA MÉDICO-HOSPITALAR EIRELI;2,40058E+13;http://www.compras.rs.gov.br/editais/9018_2020/259249;http://www.compras.rs.gov.br/editais/9018_2020/259249#documentsTab;http://www.compras.rs.gov.br/editais/9018_2020/lote/760356#proposalsTab;14/04/2020
9018/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007575-8;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;14/04/2020 10:01;Homologada;20;Cancelado;1;LAVADORA ULTRASSÔNICA MODELO USC-8080 AJET N° DE SÉRIE 29101332.;1;un;;;;;http://www.compras.rs.gov.br/editais/9018_2020/259249;http://www.compras.rs.gov.br/editais/9018_2020/259249#documentsTab;http://www.compras.rs.gov.br/editais/9018_2020/lote/760357#proposalsTab;
9026/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;19/1203-0014560-2;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;13/04/2020 16:05;Depende dos lotes;1;Não-adjudicado;1;Aquisição de pistola para ar comprimido e água para o Hospital da Brigada Militar de Porto Alegre.;3;un;;;;;http://www.compras.rs.gov.br/editais/9026_2020/259307;http://www.compras.rs.gov.br/editais/9026_2020/259307#documentsTab;http://www.compras.rs.gov.br/editais/9026_2020/lote/760603#proposalsTab;
9027/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;19/1203-0012443-5;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;13/04/2020 15:01;Depende dos lotes;1;Não-adjudicado;1;Aquisição de lupas de bancada para o Hospital da Brigada Militar de Porto Alegre.;2;un;;;;;http://www.compras.rs.gov.br/editais/9027_2020/259304;http://www.compras.rs.gov.br/editais/9027_2020/259304#documentsTab;http://www.compras.rs.gov.br/editais/9027_2020/lote/760590#proposalsTab;
0226/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033604-3;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 14:05;Homologada;1;Adjudicado;1;ESFIGMOMANOMETRO MANUAL PARA OBESOS;43;un;109.3;4699.9;ANA MARIA PIRES BELEM;4,36065E+12;http://www.compras.rs.gov.br/editais/0226_2020/259285;http://www.compras.rs.gov.br/editais/0226_2020/259285#documentsTab;http://www.compras.rs.gov.br/editais/0226_2020/lote/760557#proposalsTab;19/05/2020
0226/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033604-3;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 14:05;Homologada;2;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - MESA MAYO;15;un;478;7170;I. S. COSTA CENTRAL TELEMEDICINA - EIRELI;1,80313E+13;http://www.compras.rs.gov.br/editais/0226_2020/259285;http://www.compras.rs.gov.br/editais/0226_2020/259285#documentsTab;http://www.compras.rs.gov.br/editais/0226_2020/lote/760558#proposalsTab;20/07/2020
0226/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033604-3;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 14:05;Homologada;3;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - MESA DE CABECEIRA E REFEIÇÃO ACOPLADA;30;un;960;28800;GRATTOS INDÚSTRIA DE MÓVEIS E SERRALHERIA EIRELI;3,13475E+13;http://www.compras.rs.gov.br/editais/0226_2020/259285;http://www.compras.rs.gov.br/editais/0226_2020/259285#documentsTab;http://www.compras.rs.gov.br/editais/0226_2020/lote/760559#proposalsTab;19/05/2020
0226/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033604-3;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 14:05;Homologada;4;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - MARCAPASSO CARDÍACO EXTERNO;3;un;15833.33;47499.99;BIOTRONIK COMERCIAL MEDICA LTDA;5,05953E+13;http://www.compras.rs.gov.br/editais/0226_2020/259285;http://www.compras.rs.gov.br/editais/0226_2020/259285#documentsTab;http://www.compras.rs.gov.br/editais/0226_2020/lote/760560#proposalsTab;19/05/2020
0226/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033604-3;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 14:05;Homologada;5;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - FOCO REFLETOR AMBULATORIAL;12;un;448.5;5382;ANA MARIA PIRES BELEM;4,36065E+12;http://www.compras.rs.gov.br/editais/0226_2020/259285;http://www.compras.rs.gov.br/editais/0226_2020/259285#documentsTab;http://www.compras.rs.gov.br/editais/0226_2020/lote/760561#proposalsTab;19/05/2020
9013/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006946-4;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;13/04/2020 14:03;Homologada;1;Adjudicado;1;SERVIÇO MEDICO  CLINICO GERAL - PLANTONISTA - VARIÁVEL / SERVIÇO MEDICO  CLINICO GERAL - PLANTONISTA - VARIÁVEL;1;h;145000;145000;OFTALMOCLÍNICA SANTA MARIA LTDA;3,72556E+12;http://www.compras.rs.gov.br/editais/9013_2020/259011;http://www.compras.rs.gov.br/editais/9013_2020/259011#documentsTab;http://www.compras.rs.gov.br/editais/9013_2020/lote/758900#proposalsTab;14/04/2020
0224/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033653-1;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 10:06;Homologada;1;Não-adjudicado;1;BALANCA ANTROPOMETRICA DIGITAL 200 KG;6;un;;;;;http://www.compras.rs.gov.br/editais/0224_2020/259270;http://www.compras.rs.gov.br/editais/0224_2020/259270#documentsTab;http://www.compras.rs.gov.br/editais/0224_2020/lote/760455#proposalsTab;17/08/2020
0224/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033653-1;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 10:00;Homologada;2;Deserto (encerrado);1;EQUIPAMENTO HOSPITALAR SES - BALDE A PEDAL;100;un;;;;;http://www.compras.rs.gov.br/editais/0224_2020/259270;http://www.compras.rs.gov.br/editais/0224_2020/259270#documentsTab;http://www.compras.rs.gov.br/editais/0224_2020/lote/760456#proposalsTab;20/04/2020
0224/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033653-1;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 10:32;Homologada;3;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - BALDE/LIXEIRA;105;un;143;15015;DENTAL GUIDA COMERCIO DE MATERIAIS ODONTOLOGICOS E FARMACEUTICOS LTDA - ME;2,85028E+13;http://www.compras.rs.gov.br/editais/0224_2020/259270;http://www.compras.rs.gov.br/editais/0224_2020/259270#documentsTab;http://www.compras.rs.gov.br/editais/0224_2020/lote/760457#proposalsTab;20/04/2020
0224/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033653-1;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 10:57;Homologada;4;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - BALDE A CHUTE;12;un;570;6840;Alphalab Comercial Científica Ltda;2,25931E+12;http://www.compras.rs.gov.br/editais/0224_2020/259270;http://www.compras.rs.gov.br/editais/0224_2020/259270#documentsTab;http://www.compras.rs.gov.br/editais/0224_2020/lote/760458#proposalsTab;20/04/2020
0224/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033653-1;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 11:24;Homologada;5;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - BANQUETA;105;un;495.14;51989.7;GRATTOS INDÚSTRIA DE MÓVEIS E SERRALHERIA EIRELI;3,13475E+13;http://www.compras.rs.gov.br/editais/0224_2020/259270;http://www.compras.rs.gov.br/editais/0224_2020/259270#documentsTab;http://www.compras.rs.gov.br/editais/0224_2020/lote/760459#proposalsTab;20/04/2020
0225/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033676-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 10:08;Homologada;1;Não-adjudicado;1;CARRO MACA DUPLA TRANSFERÊNCIA DE PACIENTES;4;un;;;;;http://www.compras.rs.gov.br/editais/0225_2020/259279;http://www.compras.rs.gov.br/editais/0225_2020/259279#documentsTab;http://www.compras.rs.gov.br/editais/0225_2020/lote/760521#proposalsTab;24/04/2020
0225/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033676-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 10:08;Homologada;2;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - SUPORTE SORO;159;un;288.56;45881.04;ANA MARIA PIRES BELEM;4,36065E+12;http://www.compras.rs.gov.br/editais/0225_2020/259279;http://www.compras.rs.gov.br/editais/0225_2020/259279#documentsTab;http://www.compras.rs.gov.br/editais/0225_2020/lote/760522#proposalsTab;24/04/2020
0225/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033676-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 10:08;Homologada;3;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - FOCO CIRÚRGICO MÓVEL;1;un;21836;21836;EFICAZ MED COMERCIO DE PRODUTOS HOSPITALARES LTDA ME;1,76052E+13;http://www.compras.rs.gov.br/editais/0225_2020/259279;http://www.compras.rs.gov.br/editais/0225_2020/259279#documentsTab;http://www.compras.rs.gov.br/editais/0225_2020/lote/760523#proposalsTab;24/04/2020
0225/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033676-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;13/04/2020 10:00;Homologada;4;Deserto (encerrado);1;EQUIPAMENTO HOSPITALAR SES - MANTA TÉRMICA ELÉTRICA;10;un;;;;;http://www.compras.rs.gov.br/editais/0225_2020/259279;http://www.compras.rs.gov.br/editais/0225_2020/259279#documentsTab;http://www.compras.rs.gov.br/editais/0225_2020/lote/760524#proposalsTab;24/04/2020
9033/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006806-9;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;09/04/2020 15:01;Homologada;1;Adjudicado;1;CONJUNTO CIRÚRGICO - TAMANHO DO CONJUNTO P;1050;cj;57.2;60060;CLAUDIA THOMAS DE MELLO & CIA LTDA;4,57863E+12;http://www.compras.rs.gov.br/editais/9033_2020/259231;http://www.compras.rs.gov.br/editais/9033_2020/259231#documentsTab;http://www.compras.rs.gov.br/editais/9033_2020/lote/760319#proposalsTab;15/04/2020
9033/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006806-9;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;09/04/2020 15:01;Homologada;1;Adjudicado;2;CONJUNTO CIRÚRGICO - TAMANHO DO CONJUNTO M;1100;cj;57.2;62920;CLAUDIA THOMAS DE MELLO & CIA LTDA;4,57863E+12;http://www.compras.rs.gov.br/editais/9033_2020/259231;http://www.compras.rs.gov.br/editais/9033_2020/259231#documentsTab;http://www.compras.rs.gov.br/editais/9033_2020/lote/760319#proposalsTab;15/04/2020
9033/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006806-9;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;09/04/2020 15:01;Homologada;1;Adjudicado;3;CONJUNTO CIRÚRGICO - TAMANHO DO CONJUNTO G;1100;cj;57.2;62920;CLAUDIA THOMAS DE MELLO & CIA LTDA;4,57863E+12;http://www.compras.rs.gov.br/editais/9033_2020/259231;http://www.compras.rs.gov.br/editais/9033_2020/259231#documentsTab;http://www.compras.rs.gov.br/editais/9033_2020/lote/760319#proposalsTab;15/04/2020
9033/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006806-9;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;09/04/2020 15:01;Homologada;1;Adjudicado;4;CONJUNTO CIRÚRGICO -  TAMANHO DO CONJUNTO GG;1100;cj;57.2;62920;CLAUDIA THOMAS DE MELLO & CIA LTDA;4,57863E+12;http://www.compras.rs.gov.br/editais/9033_2020/259231;http://www.compras.rs.gov.br/editais/9033_2020/259231#documentsTab;http://www.compras.rs.gov.br/editais/9033_2020/lote/760319#proposalsTab;15/04/2020
9033/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006806-9;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;09/04/2020 15:01;Homologada;2;Adjudicado;1;CAMISOLA PACIENTE HOSPITALAR - TAMANHO DA CAMISOLA: MÉDIO / GRANDE;1100;un;37;40700;PAMPA COMÉRCIO E DISTRIBUIDORA EIRELI;2,16015E+13;http://www.compras.rs.gov.br/editais/9033_2020/259231;http://www.compras.rs.gov.br/editais/9033_2020/259231#documentsTab;http://www.compras.rs.gov.br/editais/9033_2020/lote/760320#proposalsTab;15/04/2020
9035/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006656-2;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;09/04/2020 14:00;Depende dos lotes;1;Deserto (encerrado);1;Permissão remunerada de uso de um espaço aproximado de 351,94 m², para realização e interpretação de exames de Hemodinâmica, Ressonância Magnética, Tomografia Computadorizada Helicoidal, Ecografia Geral, Ecocardiográfia, Ecografia Vascular com Dopller a Cores, Mamografia Digital, Radiologia Convenci;1;mes;;;;;http://www.compras.rs.gov.br/editais/9035_2020/259216;http://www.compras.rs.gov.br/editais/9035_2020/259216#documentsTab;http://www.compras.rs.gov.br/editais/9035_2020/lote/760315#proposalsTab;
0219/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032067-8;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;08/04/2020 14:00;Homologada;1;Deserto (encerrado);1;SWAB HASTE PLASTICO - MEIO TRANSPORTE CARY BLAIR;5000;em;;;;;http://www.compras.rs.gov.br/editais/0219_2020/259242;http://www.compras.rs.gov.br/editais/0219_2020/259242#documentsTab;http://www.compras.rs.gov.br/editais/0219_2020/lote/760327#proposalsTab;13/04/2020
0210/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1207-0001487-0;COMANDO DE BOMBEIRO MILITAR RS / ABM;07/04/2020 14:30;Depende dos lotes;1;Não-adjudicado;1;ÓCULOS DE SEGURANÇA - SEGURANÇA POLICARBONATO INCOLOR LENTE RETANGULAR;3000;un;;;;;http://www.compras.rs.gov.br/editais/0210_2020/259184;http://www.compras.rs.gov.br/editais/0210_2020/259184#documentsTab;http://www.compras.rs.gov.br/editais/0210_2020/lote/760251#proposalsTab;
0196/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000416-7;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;07/04/2020 14:30;Depende dos lotes;1;Não-adjudicado;1;MÁSCARA - DESCARTÁVEL COR BRANCA CLIP NASAL SEM FILTRO COM ELASTICO;600;cx;;;;;http://www.compras.rs.gov.br/editais/0196_2020/259096;http://www.compras.rs.gov.br/editais/0196_2020/259096#documentsTab;http://www.compras.rs.gov.br/editais/0196_2020/lote/759788#proposalsTab;
0211/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033549-7;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;07/04/2020 14:15;Homologada;1;Deserto (encerrado);1;EQUIPAMENTO HOSPITALAR SES - BIPAP;12;un;;;;;http://www.compras.rs.gov.br/editais/0211_2020/259187;http://www.compras.rs.gov.br/editais/0211_2020/259187#documentsTab;http://www.compras.rs.gov.br/editais/0211_2020/lote/760252#proposalsTab;19/05/2020
0211/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033549-7;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;07/04/2020 14:26;Homologada;2;Adjudicado;1;ESTETOSCOPIO DE ALTA SENSIBILIDADE ACUSTICA;171;pc;170;29070;ANA MARIA PIRES BELEM;4,36065E+12;http://www.compras.rs.gov.br/editais/0211_2020/259187;http://www.compras.rs.gov.br/editais/0211_2020/259187#documentsTab;http://www.compras.rs.gov.br/editais/0211_2020/lote/760253#proposalsTab;19/05/2020
0211/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033549-7;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;07/04/2020 14:26;Homologada;3;Adjudicado;1;LARINGOSCOPIO ADUL C/6 LAMINAS;42;cj;1282;53844;ANA MARIA PIRES BELEM;4,36065E+12;http://www.compras.rs.gov.br/editais/0211_2020/259187;http://www.compras.rs.gov.br/editais/0211_2020/259187#documentsTab;http://www.compras.rs.gov.br/editais/0211_2020/lote/760254#proposalsTab;19/05/2020
0211/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033549-7;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;07/04/2020 14:15;Homologada;4;Deserto (encerrado);1;EQUIPAMENTO HOSPITALAR SES - MEDIDOR DE CUFF;3;un;;;;;http://www.compras.rs.gov.br/editais/0211_2020/259187;http://www.compras.rs.gov.br/editais/0211_2020/259187#documentsTab;http://www.compras.rs.gov.br/editais/0211_2020/lote/760255#proposalsTab;19/05/2020
9031/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006657-0;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;07/04/2020 11:01;Homologada;1;Cancelado;1;ESTERILIZADORA DE BAIXA TEMPERATURA;1;un;;;;;http://www.compras.rs.gov.br/editais/9031_2020/259161;http://www.compras.rs.gov.br/editais/9031_2020/259161#documentsTab;http://www.compras.rs.gov.br/editais/9031_2020/lote/760148#proposalsTab;
9031/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006657-0;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;07/04/2020 11:01;Homologada;2;Adjudicado;1;TERMODESINFECTADORA:;2;un;159990;319980;Sanders do Brasil Ltda ME;5,75636E+12;http://www.compras.rs.gov.br/editais/9031_2020/259161;http://www.compras.rs.gov.br/editais/9031_2020/259161#documentsTab;http://www.compras.rs.gov.br/editais/9031_2020/lote/760149#proposalsTab;08/04/2020
9031/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006657-0;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;07/04/2020 11:01;Homologada;3;Adjudicado;1;LAVADORA ULTRASSÔNICA;1;un;25990;25990;Sanders do Brasil Ltda ME;5,75636E+12;http://www.compras.rs.gov.br/editais/9031_2020/259161;http://www.compras.rs.gov.br/editais/9031_2020/259161#documentsTab;http://www.compras.rs.gov.br/editais/9031_2020/lote/760156#proposalsTab;08/04/2020
9031/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006657-0;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;07/04/2020 11:01;Homologada;4;Adjudicado;1;SELADORA ELÉTRICA AUTOMÁTICA CONTÍNUA;1;un;19308.48;19308.48;H STRATTNER & CIA LTDA;3,32507E+13;http://www.compras.rs.gov.br/editais/9031_2020/259161;http://www.compras.rs.gov.br/editais/9031_2020/259161#documentsTab;http://www.compras.rs.gov.br/editais/9031_2020/lote/760157#proposalsTab;08/04/2020
9031/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006657-0;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;07/04/2020 11:01;Homologada;5;Adjudicado;1;LUMINÔMETRO PORTÁTIL PARA DETECTAR ATP;3;un;12965;38895;PRO ANALISE QUIMICA E DIAGNOSTICA LTDA;3,98022E+11;http://www.compras.rs.gov.br/editais/9031_2020/259161;http://www.compras.rs.gov.br/editais/9031_2020/259161#documentsTab;http://www.compras.rs.gov.br/editais/9031_2020/lote/760158#proposalsTab;08/04/2020
9032/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007237-6;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;07/04/2020 10:37;Homologada;1;Adjudicado;1;LOTE 01 - BOTAS DE POLIETILENO;7500;un;0.55;4125;Mastersul Equipamentos de Segurança Ltda EPP;1,82749E+13;http://www.compras.rs.gov.br/editais/9032_2020/259177;http://www.compras.rs.gov.br/editais/9032_2020/259177#documentsTab;http://www.compras.rs.gov.br/editais/9032_2020/lote/760201#proposalsTab;08/04/2020
9015/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007185-0;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;07/04/2020 10:31;Cancelada;1;Cancelado;1;AMACIANTE LIQUIDO CONCENTRADO PARA ROUPAS HOSPITALARES COM PH ENTRE 3.0 A 3.6 PARA USO COM DOSADOR AUTOMÁTICO. CONTENDO DIMETIL AMÔNIO E CLORETO DIALQUILL NO ROTULO A INSERÇÃO, USO, ASSISTÊNCIA A SAÚDE E USO EM SAÚDE. NUMERO DO REGISTRO DO MINISTÉRIO DA SAÚDE O PRAZO DE VALIDADE NA ENTREGA DEVERA SE;500;l;;;;;http://www.compras.rs.gov.br/editais/9015_2020/259079;http://www.compras.rs.gov.br/editais/9015_2020/259079#documentsTab;http://www.compras.rs.gov.br/editais/9015_2020/lote/759631#proposalsTab;
